circuit D
t	Ve	Vs
3.65287e-007	-0.81948	0.0990189
3.65387e-007	-0.823065	0.098108
3.65487e-007	-0.826616	0.097194
3.65587e-007	-0.830136	0.0962768
3.65687e-007	-0.833622	0.0953564
3.65787e-007	-0.837076	0.0944329
3.65887e-007	-0.840496	0.0935064
3.65987e-007	-0.843883	0.0925769
3.66087e-007	-0.847237	0.0916443
3.66187e-007	-0.850558	0.0907089
3.66287e-007	-0.853845	0.0897705
3.66387e-007	-0.857098	0.0888292
3.66487e-007	-0.860318	0.0878852
3.66587e-007	-0.863503	0.0869383
3.66687e-007	-0.866655	0.0859887
3.66787e-007	-0.869772	0.0850364
3.66887e-007	-0.872855	0.0840815
3.66987e-007	-0.875903	0.0831239
3.67087e-007	-0.878917	0.0821637
3.67187e-007	-0.881896	0.081201
3.67287e-007	-0.884841	0.0802358
3.67387e-007	-0.88775	0.0792681
3.67487e-007	-0.890624	0.078298
3.67587e-007	-0.893464	0.0773256
3.67687e-007	-0.896268	0.0763508
3.67787e-007	-0.899036	0.0753736
3.67887e-007	-0.901769	0.0743943
3.67987e-007	-0.904467	0.0734127
3.68087e-007	-0.907129	0.072429
3.68187e-007	-0.909755	0.0714431
3.68287e-007	-0.912345	0.0704551
3.68387e-007	-0.914899	0.0694651
3.68486e-007	-0.917417	0.068473
3.68586e-007	-0.919899	0.067479
3.68686e-007	-0.922345	0.0664831
3.68786e-007	-0.924754	0.0654853
3.68886e-007	-0.927126	0.0644857
3.68986e-007	-0.929462	0.0634842
3.69086e-007	-0.931762	0.062481
3.69186e-007	-0.934024	0.0614761
3.69286e-007	-0.93625	0.0604695
3.69386e-007	-0.938439	0.0594613
3.69486e-007	-0.94059	0.0584515
3.69586e-007	-0.942705	0.0574402
3.69686e-007	-0.944782	0.0564273
3.69786e-007	-0.946822	0.055413
3.69886e-007	-0.948825	0.0543973
3.69986e-007	-0.95079	0.0533801
3.70086e-007	-0.952718	0.0523617
3.70186e-007	-0.954608	0.051342
3.70286e-007	-0.956461	0.050321
3.70386e-007	-0.958275	0.0492988
3.70486e-007	-0.960052	0.0482754
3.70586e-007	-0.961791	0.0472509
3.70686e-007	-0.963492	0.0462254
3.70786e-007	-0.965155	0.0451988
3.70886e-007	-0.96678	0.0441712
3.70986e-007	-0.968367	0.0431427
3.71086e-007	-0.969915	0.0421133
3.71186e-007	-0.971426	0.041083
3.71286e-007	-0.972898	0.0400518
3.71386e-007	-0.974331	0.0390199
3.71486e-007	-0.975726	0.0379873
3.71586e-007	-0.977083	0.036954
3.71686e-007	-0.978401	0.03592
3.71786e-007	-0.97968	0.0348854
3.71886e-007	-0.980921	0.0338503
3.71986e-007	-0.982123	0.0328146
3.72086e-007	-0.983286	0.0317785
3.72186e-007	-0.98441	0.0307419
3.72286e-007	-0.985496	0.0297049
3.72386e-007	-0.986543	0.0286676
3.72486e-007	-0.98755	0.02763
3.72586e-007	-0.988519	0.0265921
3.72686e-007	-0.989449	0.025554
3.72786e-007	-0.990339	0.0245157
3.72886e-007	-0.991191	0.0234773
3.72986e-007	-0.992004	0.0224388
3.73086e-007	-0.992777	0.0214003
3.73186e-007	-0.993511	0.0203617
3.73286e-007	-0.994206	0.0193232
3.73386e-007	-0.994862	0.0182848
3.73486e-007	-0.995478	0.0172465
3.73586e-007	-0.996055	0.0162084
3.73686e-007	-0.996593	0.0151704
3.73786e-007	-0.997091	0.0141328
3.73886e-007	-0.997551	0.0130954
3.73986e-007	-0.99797	0.0120584
3.74086e-007	-0.998351	0.0110217
3.74186e-007	-0.998692	0.00998551
3.74286e-007	-0.998993	0.00894977
3.74386e-007	-0.999255	0.00791453
3.74486e-007	-0.999478	0.00687985
3.74586e-007	-0.999661	0.00584576
3.74686e-007	-0.999805	0.00481232
3.74786e-007	-0.999909	0.00377956
3.74886e-007	-0.999974	0.00274752
3.74986e-007	-1	0.00171626
3.75086e-007	-0.999986	0.000685802
3.75186e-007	-0.999932	-0.000343801
3.75286e-007	-0.999839	-0.00137251
3.75386e-007	-0.999706	-0.00240028
3.75486e-007	-0.999535	-0.00342707
3.75586e-007	-0.999323	-0.00445283
3.75686e-007	-0.999072	-0.00547753
3.75786e-007	-0.998782	-0.00650113
3.75886e-007	-0.998452	-0.00752357
3.75986e-007	-0.998083	-0.00854482
3.76086e-007	-0.997675	-0.00956484
3.76186e-007	-0.997227	-0.0105836
3.76286e-007	-0.99674	-0.011601
3.76386e-007	-0.996213	-0.0126171
3.76486e-007	-0.995647	-0.0136317
3.76585e-007	-0.995042	-0.014645
3.76685e-007	-0.994398	-0.0156567
3.76785e-007	-0.993714	-0.0166669
3.76885e-007	-0.992991	-0.0176756
3.76985e-007	-0.992229	-0.0186826
3.77085e-007	-0.991428	-0.019688
3.77185e-007	-0.990587	-0.0206917
3.77285e-007	-0.989708	-0.0216936
3.77385e-007	-0.988789	-0.0226938
3.77485e-007	-0.987832	-0.0236922
3.77585e-007	-0.986835	-0.0246887
3.77685e-007	-0.9858	-0.0256833
3.77785e-007	-0.984725	-0.026676
3.77885e-007	-0.983612	-0.0276667
3.77985e-007	-0.98246	-0.0286553
3.78085e-007	-0.981269	-0.0296419
3.78185e-007	-0.980039	-0.0306265
3.78285e-007	-0.978771	-0.0316088
3.78385e-007	-0.977464	-0.032589
3.78485e-007	-0.976119	-0.033567
3.78585e-007	-0.974734	-0.0345427
3.78685e-007	-0.973312	-0.0355161
3.78785e-007	-0.971851	-0.0364872
3.78885e-007	-0.970352	-0.0374559
3.78985e-007	-0.968814	-0.0384221
3.79085e-007	-0.967238	-0.0393859
3.79185e-007	-0.965624	-0.0403472
3.79285e-007	-0.963972	-0.041306
3.79385e-007	-0.962282	-0.0422622
3.79485e-007	-0.960554	-0.0432157
3.79585e-007	-0.958788	-0.0441666
3.79685e-007	-0.956984	-0.0451148
3.79785e-007	-0.955142	-0.0460603
3.79885e-007	-0.953263	-0.047003
3.79985e-007	-0.951346	-0.0479429
3.80085e-007	-0.949392	-0.0488799
3.80185e-007	-0.9474	-0.0498141
3.80285e-007	-0.94537	-0.0507453
3.80385e-007	-0.943304	-0.0516736
3.80485e-007	-0.9412	-0.0525988
3.80585e-007	-0.939058	-0.0535211
3.80685e-007	-0.93688	-0.0544402
3.80785e-007	-0.934665	-0.0553562
3.80885e-007	-0.932413	-0.0562691
3.80985e-007	-0.930124	-0.0571788
3.81085e-007	-0.927799	-0.0580852
3.81185e-007	-0.925437	-0.0589884
3.81285e-007	-0.923038	-0.0598883
3.81385e-007	-0.920603	-0.0607848
3.81485e-007	-0.918132	-0.061678
3.81585e-007	-0.915624	-0.0625678
3.81685e-007	-0.91308	-0.0634541
3.81785e-007	-0.9105	-0.0643369
3.81885e-007	-0.907884	-0.0652162
3.81985e-007	-0.905233	-0.066092
3.82085e-007	-0.902546	-0.0669641
3.82185e-007	-0.899823	-0.0678327
3.82285e-007	-0.897064	-0.0686976
3.82385e-007	-0.89427	-0.0695587
3.82485e-007	-0.891441	-0.0704162
3.82585e-007	-0.888577	-0.0712699
3.82685e-007	-0.885677	-0.0721197
3.82785e-007	-0.882743	-0.0729658
3.82885e-007	-0.879774	-0.0738079
3.82985e-007	-0.87677	-0.0746462
3.83085e-007	-0.873731	-0.0754805
3.83185e-007	-0.870658	-0.0763109
3.83285e-007	-0.867551	-0.0771372
3.83385e-007	-0.864409	-0.0779595
3.83485e-007	-0.861233	-0.0787778
3.83585e-007	-0.858024	-0.0795919
3.83685e-007	-0.85478	-0.0804019
3.83785e-007	-0.851503	-0.0812077
3.83885e-007	-0.848192	-0.0820093
3.83985e-007	-0.844847	-0.0828066
3.84085e-007	-0.841469	-0.0835997
3.84185e-007	-0.838058	-0.0843885
3.84285e-007	-0.834614	-0.085173
3.84385e-007	-0.831137	-0.0859531
3.84485e-007	-0.827627	-0.0867288
3.84584e-007	-0.824085	-0.0875
3.84684e-007	-0.82051	-0.0882668
3.84784e-007	-0.816903	-0.0890291
3.84884e-007	-0.813263	-0.0897869
3.84984e-007	-0.809591	-0.0905401
3.85084e-007	-0.805888	-0.0912888
3.85184e-007	-0.802152	-0.0920328
3.85284e-007	-0.798385	-0.0927722
3.85384e-007	-0.794586	-0.0935069
3.85484e-007	-0.790756	-0.0942369
3.85584e-007	-0.786895	-0.0949622
3.85684e-007	-0.783003	-0.0956827
3.85784e-007	-0.779079	-0.0963984
3.85884e-007	-0.775126	-0.0971093
3.85984e-007	-0.771141	-0.0978153
3.86084e-007	-0.767126	-0.0985165
3.86184e-007	-0.763081	-0.0992127
3.86284e-007	-0.759005	-0.099904
3.86384e-007	-0.7549	-0.10059
3.86484e-007	-0.750765	-0.101272
3.86584e-007	-0.7466	-0.101948
3.86684e-007	-0.742406	-0.102619
3.86784e-007	-0.738182	-0.103286
3.86884e-007	-0.73393	-0.103947
3.86984e-007	-0.729648	-0.104603
3.87084e-007	-0.725338	-0.105254
3.87184e-007	-0.720999	-0.105899
3.87284e-007	-0.716631	-0.10654
3.87384e-007	-0.712235	-0.107175
3.87484e-007	-0.707811	-0.107805
3.87584e-007	-0.70336	-0.10843
3.87684e-007	-0.69888	-0.109049
3.87784e-007	-0.694373	-0.109663
3.87884e-007	-0.689838	-0.110272
3.87984e-007	-0.685276	-0.110875
3.88084e-007	-0.680688	-0.111473
3.88184e-007	-0.676072	-0.112065
3.88284e-007	-0.671429	-0.112652
3.88384e-007	-0.666761	-0.113234
3.88484e-007	-0.662065	-0.11381
3.88584e-007	-0.657344	-0.11438
3.88684e-007	-0.652597	-0.114945
3.88784e-007	-0.647824	-0.115505
3.88884e-007	-0.643025	-0.116059
3.88984e-007	-0.638201	-0.116607
3.89084e-007	-0.633352	-0.117149
3.89184e-007	-0.628478	-0.117686
3.89284e-007	-0.623579	-0.118217
3.89384e-007	-0.618655	-0.118743
3.89484e-007	-0.613707	-0.119263
3.89584e-007	-0.608735	-0.119777
3.89684e-007	-0.603738	-0.120285
3.89784e-007	-0.598718	-0.120788
3.89884e-007	-0.593675	-0.121284
3.89984e-007	-0.588607	-0.121775
3.90084e-007	-0.583517	-0.12226
3.90184e-007	-0.578404	-0.122739
3.90284e-007	-0.573267	-0.123213
3.90384e-007	-0.568108	-0.12368
3.90484e-007	-0.562927	-0.124142
3.90584e-007	-0.557724	-0.124597
3.90684e-007	-0.552498	-0.125047
3.90784e-007	-0.547251	-0.12549
3.90884e-007	-0.541982	-0.125928
3.90984e-007	-0.536691	-0.126359
3.91084e-007	-0.53138	-0.126785
3.91184e-007	-0.526047	-0.127204
3.91284e-007	-0.520694	-0.127618
3.91384e-007	-0.51532	-0.128025
3.91484e-007	-0.509926	-0.128427
3.91584e-007	-0.504512	-0.128822
3.91684e-007	-0.499078	-0.129211
3.91784e-007	-0.493624	-0.129594
3.91884e-007	-0.488151	-0.129971
3.91984e-007	-0.482658	-0.130341
3.92084e-007	-0.477146	-0.130706
3.92184e-007	-0.471616	-0.131064
3.92284e-007	-0.466067	-0.131416
3.92384e-007	-0.460499	-0.131761
3.92484e-007	-0.454913	-0.132101
3.92584e-007	-0.44931	-0.132434
3.92683e-007	-0.443688	-0.132761
3.92783e-007	-0.43805	-0.133082
3.92883e-007	-0.432393	-0.133396
3.92983e-007	-0.42672	-0.133705
3.93083e-007	-0.42103	-0.134006
3.93183e-007	-0.415323	-0.134302
3.93283e-007	-0.4096	-0.134591
3.93383e-007	-0.403861	-0.134874
3.93483e-007	-0.398106	-0.13515
3.93583e-007	-0.392335	-0.13542
3.93683e-007	-0.386548	-0.135684
3.93783e-007	-0.380747	-0.135941
3.93883e-007	-0.37493	-0.136192
3.93983e-007	-0.369099	-0.136437
3.94083e-007	-0.363253	-0.136675
3.94183e-007	-0.357392	-0.136906
3.94283e-007	-0.351518	-0.137131
3.94383e-007	-0.345629	-0.13735
3.94483e-007	-0.339727	-0.137562
3.94583e-007	-0.333812	-0.137768
3.94683e-007	-0.327883	-0.137967
3.94783e-007	-0.321942	-0.13816
3.94883e-007	-0.315988	-0.138346
3.94983e-007	-0.310021	-0.138526
3.95083e-007	-0.304042	-0.1387
3.95183e-007	-0.298051	-0.138866
3.95283e-007	-0.292048	-0.139027
3.95383e-007	-0.286034	-0.13918
3.95483e-007	-0.280008	-0.139328
3.95583e-007	-0.273972	-0.139468
3.95683e-007	-0.267924	-0.139603
3.95783e-007	-0.261866	-0.13973
3.95883e-007	-0.255798	-0.139851
3.95983e-007	-0.24972	-0.139966
3.96083e-007	-0.243632	-0.140074
3.96183e-007	-0.237534	-0.140175
3.96283e-007	-0.231426	-0.14027
3.96383e-007	-0.22531	-0.140358
3.96483e-007	-0.219185	-0.14044
3.96583e-007	-0.213051	-0.140515
3.96683e-007	-0.206909	-0.140584
3.96783e-007	-0.200758	-0.140645
3.96883e-007	-0.1946	-0.140701
3.96983e-007	-0.188433	-0.14075
3.97083e-007	-0.18226	-0.140792
3.97183e-007	-0.176079	-0.140827
3.97283e-007	-0.169892	-0.140856
3.97383e-007	-0.163697	-0.140879
3.97483e-007	-0.157496	-0.140895
3.97583e-007	-0.151289	-0.140904
3.97683e-007	-0.145076	-0.140907
3.97783e-007	-0.138857	-0.140903
3.97883e-007	-0.132633	-0.140892
3.97983e-007	-0.126404	-0.140875
3.98083e-007	-0.120169	-0.140852
3.98183e-007	-0.11393	-0.140821
3.98283e-007	-0.107686	-0.140785
3.98383e-007	-0.101438	-0.140741
3.98483e-007	-0.0951864	-0.140691
3.98583e-007	-0.0889307	-0.140635
3.98683e-007	-0.0826715	-0.140571
3.98783e-007	-0.076409	-0.140502
3.98883e-007	-0.0701435	-0.140425
3.98983e-007	-0.0638752	-0.140343
3.99083e-007	-0.0576044	-0.140253
3.99183e-007	-0.0513314	-0.140157
3.99283e-007	-0.0450563	-0.140055
3.99383e-007	-0.0387794	-0.139946
3.99483e-007	-0.032501	-0.13983
3.99583e-007	-0.0262213	-0.139708
3.99683e-007	-0.0199406	-0.139579
3.99783e-007	-0.0136591	-0.139444
3.99883e-007	-0.00737703	-0.139303
3.99983e-007	-0.00109469	-0.139154
4.00083e-007	0.00518769	-0.139
4.00183e-007	0.0114699	-0.138838
4.00283e-007	0.0177516	-0.138671
4.00383e-007	0.0240326	-0.138497
4.00483e-007	0.0303127	-0.138316
4.00583e-007	0.0365916	-0.138129
4.00682e-007	0.042869	-0.137935
4.00782e-007	0.0491447	-0.137735
4.00882e-007	0.0554185	-0.137529
4.00982e-007	0.0616902	-0.137316
4.01082e-007	0.0679593	-0.137097
4.01182e-007	0.0742258	-0.136871
4.01282e-007	0.0804894	-0.136639
4.01382e-007	0.0867498	-0.1364
4.01482e-007	0.0930068	-0.136155
4.01582e-007	0.0992601	-0.135904
4.01682e-007	0.105509	-0.135646
4.01782e-007	0.111755	-0.135382
4.01882e-007	0.117995	-0.135112
4.01982e-007	0.124232	-0.134835
4.02082e-007	0.130463	-0.134553
4.02182e-007	0.136689	-0.134263
4.02282e-007	0.14291	-0.133968
4.02382e-007	0.149125	-0.133666
4.02482e-007	0.155334	-0.133358
4.02582e-007	0.161537	-0.133043
4.02682e-007	0.167734	-0.132723
4.02782e-007	0.173924	-0.132396
4.02882e-007	0.180107	-0.132063
4.02982e-007	0.186283	-0.131724
4.03082e-007	0.192452	-0.131378
4.03182e-007	0.198613	-0.131027
4.03282e-007	0.204766	-0.130669
4.03382e-007	0.210911	-0.130305
4.03482e-007	0.217048	-0.129935
4.03582e-007	0.223176	-0.129559
4.03682e-007	0.229296	-0.129176
4.03782e-007	0.235406	-0.128788
4.03882e-007	0.241508	-0.128394
4.03982e-007	0.247599	-0.127993
4.04082e-007	0.253681	-0.127587
4.04182e-007	0.259753	-0.127175
4.04282e-007	0.265814	-0.126756
4.04382e-007	0.271866	-0.126332
4.04482e-007	0.277906	-0.125901
4.04582e-007	0.283935	-0.125465
4.04682e-007	0.289954	-0.125023
4.04782e-007	0.29596	-0.124575
4.04882e-007	0.301955	-0.124121
4.04982e-007	0.307939	-0.123661
4.05082e-007	0.31391	-0.123195
4.05182e-007	0.319868	-0.122724
4.05282e-007	0.325814	-0.122246
4.05382e-007	0.331747	-0.121763
4.05482e-007	0.337667	-0.121274
4.05582e-007	0.343574	-0.12078
4.05682e-007	0.349467	-0.12028
4.05782e-007	0.355347	-0.119773
4.05882e-007	0.361212	-0.119262
4.05982e-007	0.367063	-0.118744
4.06082e-007	0.3729	-0.118221
4.06182e-007	0.378721	-0.117693
4.06282e-007	0.384528	-0.117159
4.06382e-007	0.39032	-0.116619
4.06482e-007	0.396096	-0.116073
4.06582e-007	0.401857	-0.115523
4.06682e-007	0.407602	-0.114966
4.06782e-007	0.413331	-0.114404
4.06882e-007	0.419043	-0.113837
4.06982e-007	0.424739	-0.113264
4.07082e-007	0.430418	-0.112686
4.07182e-007	0.43608	-0.112103
4.07282e-007	0.441725	-0.111514
4.07382e-007	0.447353	-0.11092
4.07482e-007	0.452963	-0.11032
4.07582e-007	0.458555	-0.109715
4.07682e-007	0.464128	-0.109105
4.07782e-007	0.469684	-0.10849
4.07882e-007	0.475221	-0.10787
4.07982e-007	0.480739	-0.107244
4.08082e-007	0.486239	-0.106613
4.08182e-007	0.491719	-0.105977
4.08282e-007	0.497179	-0.105336
4.08382e-007	0.50262	-0.10469
4.08482e-007	0.508042	-0.104039
4.08582e-007	0.513443	-0.103382
4.08682e-007	0.518824	-0.102721
4.08781e-007	0.524184	-0.102055
4.08881e-007	0.529524	-0.101384
4.08981e-007	0.534843	-0.100708
4.09081e-007	0.540141	-0.100027
4.09181e-007	0.545417	-0.0993413
4.09281e-007	0.550672	-0.0986507
4.09381e-007	0.555905	-0.0979554
4.09481e-007	0.561116	-0.0972552
4.09581e-007	0.566305	-0.0965503
4.09681e-007	0.571472	-0.0958408
4.09781e-007	0.576616	-0.0951265
4.09881e-007	0.581738	-0.0944076
4.09981e-007	0.586836	-0.093684
4.10081e-007	0.591911	-0.0929559
4.10181e-007	0.596963	-0.0922232
4.10281e-007	0.601992	-0.091486
4.10381e-007	0.606996	-0.0907443
4.10481e-007	0.611977	-0.0899981
4.10581e-007	0.616933	-0.0892475
4.10681e-007	0.621866	-0.0884925
4.10781e-007	0.626773	-0.0877331
4.10881e-007	0.631656	-0.0869694
4.10981e-007	0.636514	-0.0862014
4.11081e-007	0.641347	-0.0854291
4.11181e-007	0.646154	-0.0846525
4.11281e-007	0.650936	-0.0838717
4.11381e-007	0.655692	-0.0830868
4.11481e-007	0.660423	-0.0822977
4.11581e-007	0.665127	-0.0815044
4.11681e-007	0.669805	-0.0807072
4.11781e-007	0.674457	-0.0799058
4.11881e-007	0.679082	-0.0791004
4.11981e-007	0.68368	-0.0782911
4.12081e-007	0.688252	-0.0774778
4.12181e-007	0.692796	-0.0766606
4.12281e-007	0.697312	-0.0758395
4.12381e-007	0.701802	-0.0750146
4.12481e-007	0.706263	-0.0741859
4.12581e-007	0.710697	-0.0733533
4.12681e-007	0.715102	-0.0725171
4.12781e-007	0.71948	-0.0716771
4.12881e-007	0.723829	-0.0708335
4.12981e-007	0.728149	-0.0699862
4.13081e-007	0.732441	-0.0691353
4.13181e-007	0.736704	-0.0682809
4.13281e-007	0.740937	-0.0674229
4.13381e-007	0.745142	-0.0665614
4.13481e-007	0.749317	-0.0656965
4.13581e-007	0.753462	-0.0648281
4.13681e-007	0.757578	-0.0639564
4.13781e-007	0.761664	-0.0630813
4.13881e-007	0.76572	-0.0622029
4.13981e-007	0.769745	-0.0613212
4.14081e-007	0.77374	-0.0604363
4.14181e-007	0.777705	-0.0595481
4.14281e-007	0.781639	-0.0586568
4.14381e-007	0.785542	-0.0577624
4.14481e-007	0.789414	-0.0568649
4.14581e-007	0.793255	-0.0559643
4.14681e-007	0.797065	-0.0550607
4.14781e-007	0.800843	-0.0541541
4.14881e-007	0.804589	-0.0532446
4.14981e-007	0.808304	-0.0523322
4.15081e-007	0.811987	-0.0514169
4.15181e-007	0.815638	-0.0504987
4.15281e-007	0.819256	-0.0495778
4.15381e-007	0.822843	-0.0486542
4.15481e-007	0.826397	-0.0477278
4.15581e-007	0.829918	-0.0467987
4.15681e-007	0.833406	-0.045867
4.15781e-007	0.836862	-0.0449327
4.15881e-007	0.840284	-0.0439959
4.15981e-007	0.843674	-0.0430565
4.16081e-007	0.84703	-0.0421147
4.16181e-007	0.850353	-0.0411704
4.16281e-007	0.853642	-0.0402237
4.16381e-007	0.856897	-0.0392746
4.16481e-007	0.860119	-0.0383232
4.16581e-007	0.863306	-0.0373695
4.16681e-007	0.86646	-0.0364136
4.1678e-007	0.869579	-0.0354555
4.1688e-007	0.872664	-0.0344952
4.1698e-007	0.875715	-0.0335328
4.1708e-007	0.878731	-0.0325683
4.1718e-007	0.881712	-0.0316018
4.1728e-007	0.884659	-0.0306332
4.1738e-007	0.88757	-0.0296627
4.1748e-007	0.890447	-0.0286903
4.1758e-007	0.893288	-0.027716
4.1768e-007	0.896095	-0.0267398
4.1778e-007	0.898865	-0.0257619
4.1788e-007	0.901601	-0.0247821
4.1798e-007	0.9043	-0.0238007
4.1808e-007	0.906964	-0.0228176
4.1818e-007	0.909593	-0.0218328
4.1828e-007	0.912185	-0.0208465
4.1838e-007	0.914742	-0.0198585
4.1848e-007	0.917262	-0.0188691
4.1858e-007	0.919746	-0.0178782
4.1868e-007	0.922194	-0.0168859
4.1878e-007	0.924605	-0.0158922
4.1888e-007	0.92698	-0.0148971
4.1898e-007	0.929318	-0.0139007
4.1908e-007	0.93162	-0.012903
4.1918e-007	0.933885	-0.0119042
4.1928e-007	0.936113	-0.0109041
4.1938e-007	0.938304	-0.0099029
4.1948e-007	0.940458	-0.00890059
4.1958e-007	0.942575	-0.00789723
4.1968e-007	0.944654	-0.00689285
4.1978e-007	0.946697	-0.0058875
4.1988e-007	0.948702	-0.00488121
4.1998e-007	0.950669	-0.00387403
4.2008e-007	0.952599	-0.002866
4.2018e-007	0.954492	-0.00185717
4.2028e-007	0.956347	-0.000847568
4.2038e-007	0.958164	0.000162754
4.2048e-007	0.959943	0.00117376
4.2058e-007	0.961684	0.0021854
4.2068e-007	0.963388	0.00319764
4.2078e-007	0.965053	0.00421043
4.2088e-007	0.96668	0.00522373
4.2098e-007	0.968269	0.0062375
4.2108e-007	0.96982	0.0072517
4.2118e-007	0.971333	0.00826629
4.2128e-007	0.972807	0.00928122
4.2138e-007	0.974243	0.0102964
4.2148e-007	0.975641	0.0113119
4.2158e-007	0.977	0.0123276
4.2168e-007	0.97832	0.0133435
4.2178e-007	0.979602	0.0143595
4.2188e-007	0.980845	0.0153756
4.2198e-007	0.982049	0.0163917
4.2208e-007	0.983215	0.0174079
4.2218e-007	0.984342	0.018424
4.2228e-007	0.98543	0.01944
4.2238e-007	0.986479	0.0204559
4.2248e-007	0.987489	0.0214716
4.2258e-007	0.98846	0.0224871
4.2268e-007	0.989392	0.0235024
4.2278e-007	0.990285	0.0245174
4.2288e-007	0.991139	0.025532
4.2298e-007	0.991954	0.0265463
4.2308e-007	0.99273	0.0275601
4.2318e-007	0.993466	0.0285735
4.2328e-007	0.994164	0.0295864
4.2338e-007	0.994822	0.0305987
4.2348e-007	0.995441	0.0316104
4.2358e-007	0.99602	0.0326215
4.2368e-007	0.996561	0.0336319
4.2378e-007	0.997062	0.0346416
4.2388e-007	0.997523	0.0356506
4.2398e-007	0.997945	0.0366587
4.2408e-007	0.998328	0.037666
4.2418e-007	0.998672	0.0386724
4.2428e-007	0.998976	0.0396779
4.2438e-007	0.99924	0.0406824
4.2448e-007	0.999465	0.0416859
4.2458e-007	0.999651	0.0426883
4.2468e-007	0.999797	0.0436897
4.2478e-007	0.999904	0.0446899
4.24879e-007	0.999971	0.0456889
4.24979e-007	0.999999	0.0466867
4.25079e-007	0.999988	0.0476832
4.25179e-007	0.999936	0.0486784
4.25279e-007	0.999846	0.0496723
4.25379e-007	0.999716	0.0506648
4.25479e-007	0.999546	0.0516559
4.25579e-007	0.999337	0.0526454
4.25679e-007	0.999089	0.0536335
4.25779e-007	0.998801	0.05462
4.25879e-007	0.998474	0.0556049
4.25979e-007	0.998107	0.0565882
4.26079e-007	0.997701	0.0575698
4.26179e-007	0.997256	0.0585497
4.26279e-007	0.996771	0.0595278
4.26379e-007	0.996247	0.0605041
4.26479e-007	0.995684	0.0614785
4.26579e-007	0.995081	0.0624511
4.26679e-007	0.994439	0.0634217
4.26779e-007	0.993758	0.0643904
4.26879e-007	0.993037	0.0653571
4.26979e-007	0.992278	0.0663217
4.27079e-007	0.991479	0.0672842
4.27179e-007	0.990641	0.0682446
4.27279e-007	0.989764	0.0692028
4.27379e-007	0.988847	0.0701589
4.27479e-007	0.987892	0.0711126
4.27579e-007	0.986898	0.0720641
4.27679e-007	0.985865	0.0730132
4.27779e-007	0.984793	0.07396
4.27879e-007	0.983682	0.0749044
4.27979e-007	0.982533	0.0758463
4.28079e-007	0.981344	0.0767857
4.28179e-007	0.980117	0.0777225
4.28279e-007	0.978851	0.0786569
4.28379e-007	0.977546	0.0795885
4.28479e-007	0.976203	0.0805176
4.28579e-007	0.974822	0.081444
4.28679e-007	0.973401	0.0823676
4.28779e-007	0.971943	0.0832885
4.28879e-007	0.970446	0.0842065
4.28979e-007	0.968911	0.0851217
4.29079e-007	0.967337	0.0860341
4.29179e-007	0.965726	0.0869435
4.29279e-007	0.964076	0.0878499
4.29379e-007	0.962388	0.0887534
4.29479e-007	0.960663	0.0896538
4.29579e-007	0.958899	0.0905511
4.29679e-007	0.957097	0.0914453
4.29779e-007	0.955258	0.0923364
4.29879e-007	0.953381	0.0932243
4.29979e-007	0.951466	0.0941089
4.30079e-007	0.949514	0.0949903
4.30179e-007	0.947524	0.0958684
4.30279e-007	0.945497	0.0967432
4.30379e-007	0.943433	0.0976145
4.30479e-007	0.941331	0.0984825
4.30579e-007	0.939193	0.099347
4.30679e-007	0.937017	0.100208
4.30779e-007	0.934804	0.101065
4.30879e-007	0.932554	0.101919
4.30979e-007	0.930268	0.10277
4.31079e-007	0.927944	0.103616
4.31179e-007	0.925585	0.10446
4.31279e-007	0.923188	0.105299
4.31379e-007	0.920755	0.106134
4.31479e-007	0.918286	0.106966
4.31579e-007	0.915781	0.107794
4.31679e-007	0.913239	0.108618
4.31779e-007	0.910662	0.109439
4.31879e-007	0.908048	0.110255
4.31979e-007	0.905399	0.111067
4.32079e-007	0.902714	0.111876
4.32179e-007	0.899993	0.11268
4.32279e-007	0.897237	0.113481
4.32379e-007	0.894445	0.114277
4.32479e-007	0.891618	0.115069
4.32579e-007	0.888756	0.115857
4.32679e-007	0.885858	0.116641
4.32779e-007	0.882926	0.11742
4.32878e-007	0.879959	0.118196
4.32978e-007	0.876957	0.118967
4.33078e-007	0.873921	0.119733
4.33178e-007	0.87085	0.120496
4.33278e-007	0.867745	0.121254
4.33378e-007	0.864605	0.122007
4.33478e-007	0.861432	0.122756
4.33578e-007	0.858224	0.123501
4.33678e-007	0.854982	0.124241
4.33778e-007	0.851707	0.124976
4.33878e-007	0.848398	0.125707
4.33978e-007	0.845056	0.126433
4.34078e-007	0.84168	0.127155
4.34178e-007	0.838271	0.127872
4.34278e-007	0.834829	0.128584
4.34378e-007	0.831354	0.129292
4.34478e-007	0.827847	0.129995
4.34578e-007	0.824306	0.130692
4.34678e-007	0.820733	0.131386
4.34778e-007	0.817128	0.132074
4.34878e-007	0.81349	0.132757
4.34978e-007	0.80982	0.133436
4.35078e-007	0.806119	0.134109
4.35178e-007	0.802385	0.134778
4.35278e-007	0.79862	0.135441
4.35378e-007	0.794823	0.1361
4.35478e-007	0.790995	0.136753
4.35578e-007	0.787136	0.137401
4.35678e-007	0.783245	0.138045
4.35778e-007	0.779324	0.138683
4.35878e-007	0.775372	0.139315
4.35978e-007	0.771389	0.139943
4.36078e-007	0.767376	0.140565
