circuit D
t	Ve	Vs
1.48901e-007	0.0689933	0.190563
1.49001e-007	0.0627237	0.190736
1.49101e-007	0.0564516	0.190902
1.49201e-007	0.0501772	0.191061
1.49301e-007	0.0439009	0.191213
1.49401e-007	0.0376228	0.191357
1.49501e-007	0.0313433	0.191494
1.49601e-007	0.0250625	0.191624
1.49701e-007	0.0187807	0.191747
1.49801e-007	0.0124982	0.191862
1.49901e-007	0.00621517	0.19197
1.50001e-007	-6.80832e-005	0.192071
1.50101e-007	-0.00635134	0.192165
1.50201e-007	-0.0126343	0.192251
1.50301e-007	-0.0189168	0.19233
1.50401e-007	-0.0251986	0.192402
1.50501e-007	-0.0314794	0.192467
1.50601e-007	-0.0377589	0.192525
1.50701e-007	-0.0440369	0.192575
1.50801e-007	-0.0503132	0.192618
1.50901e-007	-0.0565875	0.192654
1.51001e-007	-0.0628596	0.192683
1.51101e-007	-0.0691292	0.192704
1.51201e-007	-0.075396	0.192719
1.51301e-007	-0.0816599	0.192726
1.51401e-007	-0.0879206	0.192726
1.51501e-007	-0.0941778	0.192719
1.51601e-007	-0.100431	0.192705
1.51701e-007	-0.106681	0.192683
1.51801e-007	-0.112926	0.192655
1.51901e-007	-0.119167	0.192619
1.52001e-007	-0.125403	0.192576
1.52101e-007	-0.131634	0.192527
1.52201e-007	-0.13786	0.19247
1.52301e-007	-0.144081	0.192406
1.52401e-007	-0.150296	0.192335
1.52501e-007	-0.156504	0.192257
1.52601e-007	-0.162707	0.192172
1.52701e-007	-0.168904	0.19208
1.52801e-007	-0.175093	0.191981
1.52901e-007	-0.181276	0.191875
1.53001e-007	-0.187451	0.191762
1.53101e-007	-0.19362	0.191642
1.53201e-007	-0.19978	0.191515
1.53301e-007	-0.205933	0.191381
1.53401e-007	-0.212077	0.19124
1.53501e-007	-0.218214	0.191092
1.53601e-007	-0.224341	0.190938
1.53701e-007	-0.23046	0.190776
1.53801e-007	-0.236569	0.190608
1.53901e-007	-0.24267	0.190432
1.54001e-007	-0.24876	0.19025
1.54101e-007	-0.254841	0.190061
1.54201e-007	-0.260912	0.189866
1.54301e-007	-0.266972	0.189663
1.54401e-007	-0.273022	0.189454
1.54501e-007	-0.279061	0.189238
1.54601e-007	-0.285089	0.189015
1.54701e-007	-0.291106	0.188785
1.54801e-007	-0.297112	0.188549
1.54901e-007	-0.303105	0.188306
1.55001e-007	-0.309087	0.188056
1.55101e-007	-0.315057	0.1878
1.55201e-007	-0.321014	0.187537
1.55301e-007	-0.326958	0.187267
1.55401e-007	-0.332889	0.186991
1.55501e-007	-0.338808	0.186708
1.55601e-007	-0.344713	0.186419
1.55701e-007	-0.350604	0.186123
1.55801e-007	-0.356482	0.185821
1.55901e-007	-0.362345	0.185512
1.56001e-007	-0.368194	0.185196
1.56101e-007	-0.374029	0.184874
1.56201e-007	-0.379849	0.184546
1.56301e-007	-0.385653	0.184211
1.56401e-007	-0.391443	0.18387
1.56501e-007	-0.397217	0.183523
1.56601e-007	-0.402976	0.183169
1.56701e-007	-0.408718	0.182808
1.56801e-007	-0.414444	0.182442
1.56901e-007	-0.420155	0.182069
1.57001e-007	-0.425848	0.18169
1.57101e-007	-0.431525	0.181304
1.57201e-007	-0.437184	0.180913
1.57301e-007	-0.442827	0.180515
1.57401e-007	-0.448451	0.180111
1.57501e-007	-0.454059	0.179701
1.57601e-007	-0.459648	0.179285
1.57701e-007	-0.465219	0.178862
1.57801e-007	-0.470772	0.178434
1.57901e-007	-0.476306	0.177999
1.58001e-007	-0.481821	0.177559
1.58101e-007	-0.487318	0.177112
1.58201e-007	-0.492795	0.17666
1.58301e-007	-0.498252	0.176201
1.58401e-007	-0.50369	0.175737
1.58501e-007	-0.509108	0.175266
1.58601e-007	-0.514506	0.17479
1.58701e-007	-0.519884	0.174308
1.58801e-007	-0.525241	0.17382
1.58901e-007	-0.530577	0.173326
1.59001e-007	-0.535893	0.172827
1.59101e-007	-0.541187	0.172322
1.59201e-007	-0.54646	0.171811
1.59301e-007	-0.551711	0.171294
1.59401e-007	-0.556941	0.170772
1.59501e-007	-0.562149	0.170244
1.59601e-007	-0.567334	0.16971
1.59701e-007	-0.572497	0.169171
1.59801e-007	-0.577637	0.168626
1.59901e-007	-0.582755	0.168076
1.60001e-007	-0.587849	0.16752
1.60101e-007	-0.592921	0.166959
1.60201e-007	-0.597969	0.166393
1.60301e-007	-0.602993	0.165821
1.60401e-007	-0.607994	0.165243
1.60501e-007	-0.61297	0.164661
1.60601e-007	-0.617922	0.164073
1.60701e-007	-0.62285	0.163479
1.60801e-007	-0.627754	0.162881
1.60901e-007	-0.632632	0.162277
1.61001e-007	-0.637486	0.161668
1.61101e-007	-0.642314	0.161054
1.61201e-007	-0.647117	0.160434
1.61301e-007	-0.651895	0.15981
1.61401e-007	-0.656647	0.159181
1.61501e-007	-0.661373	0.158546
1.61601e-007	-0.666072	0.157907
1.61701e-007	-0.670746	0.157262
1.61801e-007	-0.675393	0.156613
1.61901e-007	-0.680013	0.155959
1.62001e-007	-0.684607	0.155299
1.62101e-007	-0.689173	0.154635
1.62201e-007	-0.693712	0.153967
1.62301e-007	-0.698224	0.153293
1.62401e-007	-0.702708	0.152615
1.62501e-007	-0.707165	0.151932
1.62601e-007	-0.711593	0.151244
1.62701e-007	-0.715994	0.150552
1.62801e-007	-0.720366	0.149855
1.62901e-007	-0.72471	0.149153
1.63001e-007	-0.729025	0.148447
1.63101e-007	-0.733312	0.147737
1.63201e-007	-0.737569	0.147022
1.63301e-007	-0.741797	0.146302
1.63401e-007	-0.745996	0.145579
1.63501e-007	-0.750166	0.144851
1.63601e-007	-0.754306	0.144118
1.63701e-007	-0.758416	0.143381
1.63801e-007	-0.762497	0.14264
1.63901e-007	-0.766547	0.141895
1.64001e-007	-0.770567	0.141146
1.64101e-007	-0.774556	0.140392
1.64201e-007	-0.778515	0.139634
1.64301e-007	-0.782443	0.138873
1.64401e-007	-0.78634	0.138107
1.64501e-007	-0.790207	0.137337
1.64601e-007	-0.794042	0.136563
1.64701e-007	-0.797845	0.135786
1.64801e-007	-0.801618	0.135004
1.64901e-007	-0.805358	0.134219
1.65001e-007	-0.809067	0.133429
1.65101e-007	-0.812744	0.132636
1.65201e-007	-0.816388	0.13184
1.65301e-007	-0.820001	0.131039
1.65401e-007	-0.823581	0.130235
1.65501e-007	-0.827129	0.129427
1.65601e-007	-0.830644	0.128616
1.65701e-007	-0.834126	0.127801
1.65801e-007	-0.837575	0.126983
1.65901e-007	-0.840991	0.126161
1.66001e-007	-0.844374	0.125336
1.66101e-007	-0.847724	0.124507
1.66201e-007	-0.85104	0.123675
1.66301e-007	-0.854322	0.12284
1.66401e-007	-0.857571	0.122001
1.66501e-007	-0.860786	0.121159
1.66601e-007	-0.863967	0.120314
1.66701e-007	-0.867114	0.119466
1.66801e-007	-0.870227	0.118615
1.66901e-007	-0.873305	0.11776
1.67001e-007	-0.876349	0.116903
1.67101e-007	-0.879358	0.116042
1.67201e-007	-0.882332	0.115179
1.67301e-007	-0.885272	0.114313
1.67401e-007	-0.888177	0.113444
1.67501e-007	-0.891046	0.112572
1.67601e-007	-0.893881	0.111697
1.67701e-007	-0.89668	0.110819
1.67801e-007	-0.899444	0.109939
1.67901e-007	-0.902172	0.109056
1.68001e-007	-0.904865	0.10817
1.68101e-007	-0.907522	0.107282
1.68201e-007	-0.910143	0.106391
1.68301e-007	-0.912728	0.105498
1.68401e-007	-0.915277	0.104602
1.68501e-007	-0.91779	0.103704
1.68601e-007	-0.920267	0.102803
1.68701e-007	-0.922707	0.1019
1.68801e-007	-0.925111	0.100995
1.68901e-007	-0.927479	0.100088
1.69001e-007	-0.929809	0.0991779
1.69101e-007	-0.932104	0.098266
1.69201e-007	-0.934361	0.0973519
1.69301e-007	-0.936581	0.0964357
1.69401e-007	-0.938765	0.0955175
1.69501e-007	-0.940911	0.0945972
1.69601e-007	-0.943021	0.093675
1.69701e-007	-0.945093	0.0927508
1.69801e-007	-0.947127	0.0918248
1.69901e-007	-0.949125	0.0908969
1.70001e-007	-0.951084	0.0899671
1.70101e-007	-0.953007	0.0890356
1.70201e-007	-0.954892	0.0881024
1.70301e-007	-0.956738	0.0871675
1.70401e-007	-0.958548	0.086231
1.70501e-007	-0.960319	0.0852929
1.70601e-007	-0.962053	0.0843532
1.70701e-007	-0.963748	0.0834119
1.70801e-007	-0.965405	0.0824693
1.70901e-007	-0.967025	0.0815252
1.71001e-007	-0.968606	0.0805797
1.71101e-007	-0.970149	0.0796328
1.71201e-007	-0.971653	0.0786847
1.71301e-007	-0.97312	0.0777353
1.71401e-007	-0.974548	0.0767846
1.71501e-007	-0.975937	0.0758329
1.71601e-007	-0.977288	0.0748799
1.71701e-007	-0.9786	0.0739259
1.71801e-007	-0.979874	0.0729708
1.71901e-007	-0.981108	0.0720148
1.72001e-007	-0.982305	0.0710577
1.72101e-007	-0.983462	0.0700998
1.72201e-007	-0.984581	0.0691409
1.72301e-007	-0.98566	0.0681813
1.72401e-007	-0.986701	0.0672208
1.72501e-007	-0.987703	0.0662596
1.72601e-007	-0.988666	0.0652977
1.72701e-007	-0.98959	0.0643351
1.72801e-007	-0.990474	0.0633719
1.72901e-007	-0.99132	0.0624082
1.73001e-007	-0.992126	0.0614439
1.73101e-007	-0.992894	0.060479
1.73201e-007	-0.993622	0.0595138
1.73302e-007	-0.994311	0.0585481
1.73402e-007	-0.99496	0.0575821
1.73502e-007	-0.995571	0.0566158
1.73602e-007	-0.996142	0.0556491
1.73702e-007	-0.996674	0.0546823
1.73802e-007	-0.997166	0.0537152
1.73902e-007	-0.997619	0.052748
1.74002e-007	-0.998033	0.0517807
1.74102e-007	-0.998407	0.0508133
1.74202e-007	-0.998742	0.0498459
1.74302e-007	-0.999037	0.0488785
1.74402e-007	-0.999293	0.0479112
1.74502e-007	-0.99951	0.046944
1.74602e-007	-0.999687	0.0459769
1.74702e-007	-0.999824	0.04501
1.74802e-007	-0.999922	0.0440434
1.74902e-007	-0.999981	0.043077
1.75002e-007	-1	0.0421109
1.75102e-007	-0.99998	0.0411452
1.75202e-007	-0.99992	0.0401799
1.75302e-007	-0.999821	0.0392151
1.75402e-007	-0.999682	0.0382507
1.75502e-007	-0.999503	0.0372868
1.75602e-007	-0.999286	0.0363236
1.75702e-007	-0.999029	0.0353609
1.75802e-007	-0.998732	0.0343989
1.75902e-007	-0.998396	0.0334376
1.76002e-007	-0.998021	0.032477
1.76102e-007	-0.997606	0.0315172
1.76202e-007	-0.997152	0.0305582
1.76302e-007	-0.996658	0.0296001
1.76402e-007	-0.996125	0.0286429
1.76502e-007	-0.995553	0.0276866
1.76602e-007	-0.994941	0.0267313
1.76702e-007	-0.99429	0.025777
1.76802e-007	-0.9936	0.0248239
1.76902e-007	-0.992871	0.0238718
1.77002e-007	-0.992102	0.0229209
1.77102e-007	-0.991295	0.0219711
1.77202e-007	-0.990448	0.0210227
1.77302e-007	-0.989562	0.0200754
1.77402e-007	-0.988637	0.0191295
1.77502e-007	-0.987673	0.018185
1.77602e-007	-0.98667	0.0172419
1.77702e-007	-0.985628	0.0163002
1.77802e-007	-0.984547	0.0153599
1.77902e-007	-0.983427	0.0144213
1.78002e-007	-0.982269	0.0134841
1.78102e-007	-0.981071	0.0125486
1.78202e-007	-0.979835	0.0116147
1.78302e-007	-0.97856	0.0106825
1.78402e-007	-0.977247	0.009752
1.78502e-007	-0.975895	0.00882328
1.78602e-007	-0.974504	0.00789636
1.78702e-007	-0.973075	0.00697129
1.78802e-007	-0.971608	0.0060481
1.78902e-007	-0.970102	0.00512683
1.79002e-007	-0.968558	0.00420752
1.79102e-007	-0.966976	0.00329021
1.79202e-007	-0.965355	0.00237495
1.79302e-007	-0.963697	0.00146176
1.79402e-007	-0.962	0.000550696
1.79502e-007	-0.960265	-0.000358211
1.79602e-007	-0.958493	-0.00126492
1.79702e-007	-0.956683	-0.00216939
1.79802e-007	-0.954834	-0.00307159
1.79902e-007	-0.952949	-0.00397148
1.80002e-007	-0.951025	-0.00486901
1.80102e-007	-0.949064	-0.00576415
1.80202e-007	-0.947066	-0.00665686
1.80302e-007	-0.94503	-0.00754711
1.80402e-007	-0.942957	-0.00843485
1.80502e-007	-0.940846	-0.00932005
1.80602e-007	-0.938699	-0.0102027
1.80702e-007	-0.936514	-0.0110827
1.80802e-007	-0.934292	-0.01196
1.80902e-007	-0.932034	-0.0128347
1.81002e-007	-0.929739	-0.0137066
1.81102e-007	-0.927407	-0.0145757
1.81202e-007	-0.925038	-0.0154421
1.81302e-007	-0.922633	-0.0163056
1.81402e-007	-0.920191	-0.0171662
1.81502e-007	-0.917714	-0.0180239
1.81602e-007	-0.915199	-0.0188787
1.81702e-007	-0.912649	-0.0197304
1.81802e-007	-0.910063	-0.0205792
1.81902e-007	-0.907441	-0.0214249
1.82002e-007	-0.904783	-0.0222675
1.82102e-007	-0.902089	-0.0231069
1.82202e-007	-0.89936	-0.0239432
1.82302e-007	-0.896595	-0.0247763
1.82402e-007	-0.893795	-0.0256062
1.82502e-007	-0.890959	-0.0264328
1.82602e-007	-0.888088	-0.027256
1.82702e-007	-0.885183	-0.028076
1.82802e-007	-0.882242	-0.0288925
1.82902e-007	-0.879266	-0.0297057
1.83002e-007	-0.876256	-0.0305154
1.83102e-007	-0.873211	-0.0313216
1.83202e-007	-0.870132	-0.0321243
1.83302e-007	-0.867018	-0.0329234
1.83402e-007	-0.86387	-0.033719
1.83502e-007	-0.860688	-0.0345109
1.83602e-007	-0.857472	-0.0352993
1.83702e-007	-0.854222	-0.0360839
1.83802e-007	-0.850939	-0.0368648
1.83902e-007	-0.847622	-0.0376419
1.84002e-007	-0.844271	-0.0384153
1.84102e-007	-0.840887	-0.0391849
1.84202e-007	-0.83747	-0.0399506
1.84302e-007	-0.83402	-0.0407125
1.84402e-007	-0.830536	-0.0414704
1.84502e-007	-0.827021	-0.0422244
1.84602e-007	-0.823472	-0.0429744
1.84702e-007	-0.819891	-0.0437204
1.84802e-007	-0.816277	-0.0444624
1.84902e-007	-0.812632	-0.0452003
1.85002e-007	-0.808954	-0.0459341
1.85102e-007	-0.805244	-0.0466638
1.85202e-007	-0.801503	-0.0473893
1.85302e-007	-0.79773	-0.0481107
1.85402e-007	-0.793925	-0.0488278
1.85502e-007	-0.790089	-0.0495407
1.85602e-007	-0.786222	-0.0502493
1.85702e-007	-0.782323	-0.0509535
1.85802e-007	-0.778394	-0.0516535
1.85902e-007	-0.774435	-0.0523491
1.86002e-007	-0.770444	-0.0530402
1.86102e-007	-0.766423	-0.053727
1.86202e-007	-0.762372	-0.0544093
1.86302e-007	-0.758291	-0.0550871
1.86402e-007	-0.75418	-0.0557604
1.86502e-007	-0.750039	-0.0564292
1.86602e-007	-0.745869	-0.0570934
1.86702e-007	-0.741669	-0.057753
1.86802e-007	-0.737439	-0.058408
1.86902e-007	-0.733181	-0.0590583
1.87002e-007	-0.728894	-0.059704
1.87102e-007	-0.724578	-0.060345
1.87202e-007	-0.720233	-0.0609812
1.87302e-007	-0.71586	-0.0616127
1.87402e-007	-0.711458	-0.0622394
1.87502e-007	-0.707029	-0.0628613
1.87602e-007	-0.702572	-0.0634784
1.87702e-007	-0.698086	-0.0640906
1.87802e-007	-0.693574	-0.0646979
1.87902e-007	-0.689034	-0.0653003
1.88002e-007	-0.684466	-0.0658978
1.88102e-007	-0.679872	-0.0664903
1.88202e-007	-0.675251	-0.0670779
1.88302e-007	-0.670603	-0.0676604
1.88402e-007	-0.665929	-0.0682379
1.88502e-007	-0.661228	-0.0688104
1.88602e-007	-0.656502	-0.0693778
1.88702e-007	-0.651749	-0.0699401
1.88802e-007	-0.646971	-0.0704972
1.88902e-007	-0.642167	-0.0710492
1.89002e-007	-0.637338	-0.0715961
1.89102e-007	-0.632483	-0.0721377
1.89202e-007	-0.627604	-0.0726742
1.89302e-007	-0.6227	-0.0732054
1.89402e-007	-0.617771	-0.0737313
1.89502e-007	-0.612818	-0.074252
1.89602e-007	-0.607841	-0.0747674
1.89702e-007	-0.60284	-0.0752775
1.89802e-007	-0.597815	-0.0757822
1.89902e-007	-0.592766	-0.0762815
1.90002e-007	-0.587694	-0.0767755
1.90102e-007	-0.582599	-0.0772641
1.90202e-007	-0.57748	-0.0777472
1.90302e-007	-0.572339	-0.0782249
1.90402e-007	-0.567176	-0.0786972
1.90502e-007	-0.56199	-0.079164
1.90602e-007	-0.556781	-0.0796252
1.90702e-007	-0.551551	-0.080081
1.90802e-007	-0.546299	-0.0805312
1.90902e-007	-0.541025	-0.0809759
1.91002e-007	-0.535731	-0.081415
1.91102e-007	-0.530414	-0.0818485
1.91202e-007	-0.525077	-0.0822764
1.91302e-007	-0.51972	-0.0826987
1.91402e-007	-0.514341	-0.0831153
1.91502e-007	-0.508943	-0.0835263
1.91602e-007	-0.503524	-0.0839316
1.91702e-007	-0.498086	-0.0843313
1.91802e-007	-0.492627	-0.0847252
1.91902e-007	-0.48715	-0.0851134
1.92002e-007	-0.481653	-0.0854958
1.92102e-007	-0.476137	-0.0858726
1.92202e-007	-0.470602	-0.0862435
1.92302e-007	-0.465049	-0.0866087
1.92402e-007	-0.459477	-0.086968
1.92502e-007	-0.453887	-0.0873216
1.92602e-007	-0.44828	-0.0876694
1.92702e-007	-0.442654	-0.0880113
1.92802e-007	-0.437011	-0.0883473
1.92902e-007	-0.431351	-0.0886775
1.93002e-007	-0.425674	-0.0890018
1.93102e-007	-0.41998	-0.0893203
1.93202e-007	-0.41427	-0.0896328
1.93302e-007	-0.408543	-0.0899394
1.93402e-007	-0.4028	-0.0902401
1.93502e-007	-0.397041	-0.0905349
1.93602e-007	-0.391266	-0.0908237
1.93702e-007	-0.385476	-0.0911065
1.93802e-007	-0.379671	-0.0913834
1.93902e-007	-0.37385	-0.0916543
1.94002e-007	-0.368015	-0.0919192
1.94102e-007	-0.362166	-0.0921781
1.94202e-007	-0.356302	-0.092431
1.94302e-007	-0.350424	-0.0926779
1.94402e-007	-0.344532	-0.0929188
1.94502e-007	-0.338627	-0.0931536
1.94602e-007	-0.332708	-0.0933824
1.94702e-007	-0.326776	-0.0936051
1.94802e-007	-0.320832	-0.0938217
1.94902e-007	-0.314874	-0.0940323
1.95002e-007	-0.308904	-0.0942368
1.95102e-007	-0.302922	-0.0944352
1.95202e-007	-0.296928	-0.0946276
1.95302e-007	-0.290922	-0.0948138
1.95402e-007	-0.284905	-0.0949939
1.95502e-007	-0.278877	-0.0951679
1.95602e-007	-0.272837	-0.0953358
1.95702e-007	-0.266787	-0.0954976
1.95802e-007	-0.260726	-0.0956532
1.95902e-007	-0.254655	-0.0958027
1.96002e-007	-0.248574	-0.0959461
1.96102e-007	-0.242483	-0.0960833
1.96202e-007	-0.236383	-0.0962143
1.96302e-007	-0.230273	-0.0963392
1.96402e-007	-0.224154	-0.096458
1.96502e-007	-0.218026	-0.0965706
1.96602e-007	-0.21189	-0.096677
1.96702e-007	-0.205745	-0.0967773
1.96802e-007	-0.199592	-0.0968714
1.96902e-007	-0.193431	-0.0969593
1.97002e-007	-0.187263	-0.097041
1.97102e-007	-0.181087	-0.0971166
1.97202e-007	-0.174904	-0.0971859
1.97302e-007	-0.168714	-0.0972491
1.97402e-007	-0.162518	-0.0973061
1.97502e-007	-0.156315	-0.097357
1.97602e-007	-0.150106	-0.0974016
1.97702e-007	-0.143891	-0.0974401
1.97802e-007	-0.13767	-0.0974723
1.97902e-007	-0.131444	-0.0974984
1.98002e-007	-0.125212	-0.0975183
1.98102e-007	-0.118976	-0.0975321
1.98202e-007	-0.112735	-0.0975396
1.98302e-007	-0.10649	-0.0975409
1.98402e-007	-0.10024	-0.0975361
1.98502e-007	-0.0939864	-0.0975251
1.98602e-007	-0.0877291	-0.0975079
1.98702e-007	-0.0814684	-0.0974846
1.98802e-007	-0.0752044	-0.097455
1.98902e-007	-0.0689374	-0.0974193
1.99002e-007	-0.0626678	-0.0973775
1.99102e-007	-0.0563956	-0.0973294
1.99202e-007	-0.0501213	-0.0972752
1.99302e-007	-0.0438449	-0.0972149
1.99402e-007	-0.0375668	-0.0971484
1.99502e-007	-0.0312873	-0.0970757
1.99602e-007	-0.0250065	-0.0969969
1.99702e-007	-0.0187247	-0.096912
1.99802e-007	-0.0124422	-0.0968209
1.99902e-007	-0.00615915	-0.0967237
2.00002e-007	0.000124112	-0.0966204
2.00102e-007	0.00640737	-0.0965109
2.00202e-007	0.0126904	-0.0963954
2.00302e-007	0.0189729	-0.0962737
2.00402e-007	0.0252546	-0.096146
2.00502e-007	0.0315354	-0.0960121
2.00602e-007	0.0378149	-0.0958722
2.00702e-007	0.0440929	-0.0957262
2.00802e-007	0.0503692	-0.0955741
2.00902e-007	0.0566435	-0.095416
2.01002e-007	0.0629155	-0.0952518
2.01102e-007	0.0691851	-0.0950816
2.01202e-007	0.0754519	-0.0949053
2.01302e-007	0.0817158	-0.094723
2.01402e-007	0.0879764	-0.0945347
2.01502e-007	0.0942336	-0.0943404
2.01602e-007	0.100487	-0.0941401
2.01702e-007	0.106736	-0.0939337
2.01802e-007	0.112982	-0.0937215
2.01902e-007	0.119222	-0.0935032
2.02002e-007	0.125459	-0.093279
2.02102e-007	0.13169	-0.0930489
2.02202e-007	0.137916	-0.0928128
2.02302e-007	0.144136	-0.0925708
2.02402e-007	0.150351	-0.0923228
2.02502e-007	0.15656	-0.092069
2.02602e-007	0.162762	-0.0918093
2.02702e-007	0.168959	-0.0915437
2.02802e-007	0.175148	-0.0912723
2.02902e-007	0.181331	-0.090995
2.03002e-007	0.187507	-0.0907119
2.03102e-007	0.193675	-0.090423
2.03202e-007	0.199835	-0.0901282
2.03302e-007	0.205988	-0.0898277
2.03402e-007	0.212132	-0.0895214
2.03502e-007	0.218268	-0.0892093
2.03602e-007	0.224396	-0.0888915
2.03702e-007	0.230514	-0.0885679
2.03802e-007	0.236624	-0.0882386
2.03902e-007	0.242724	-0.0879037
2.04002e-007	0.248814	-0.087563
2.04102e-007	0.254895	-0.0872167
2.04202e-007	0.260966	-0.0868647
2.04302e-007	0.267026	-0.086507
2.04402e-007	0.273076	-0.0861438
2.04502e-007	0.279115	-0.0857749
2.04602e-007	0.285143	-0.0854005
2.04702e-007	0.29116	-0.0850205
2.04802e-007	0.297165	-0.0846349
2.04902e-007	0.303159	-0.0842438
2.05002e-007	0.30914	-0.0838472
2.05102e-007	0.31511	-0.0834451
2.05202e-007	0.321067	-0.0830375
2.05302e-007	0.327011	-0.0826245
2.05402e-007	0.332942	-0.082206
2.05502e-007	0.33886	-0.0817821
2.05602e-007	0.344765	-0.0813528
2.05702e-007	0.350657	-0.0809181
2.05802e-007	0.356534	-0.080478
2.05902e-007	0.362397	-0.0800326
2.06002e-007	0.368246	-0.0795819
2.06102e-007	0.374081	-0.0791259
2.06202e-007	0.3799	-0.0786646
2.06302e-007	0.385705	-0.0781981
2.06402e-007	0.391494	-0.0777263
2.06502e-007	0.397268	-0.0772493
2.06602e-007	0.403027	-0.0767671
2.06702e-007	0.408769	-0.0762798
2.06802e-007	0.414495	-0.0757873
2.06902e-007	0.420205	-0.0752897
2.07002e-007	0.425899	-0.0747869
2.07102e-007	0.431575	-0.0742791
2.07202e-007	0.437235	-0.0737663
2.07302e-007	0.442877	-0.0732484
2.07402e-007	0.448502	-0.0727255
2.07502e-007	0.454109	-0.0721976
2.07602e-007	0.459698	-0.0716648
2.07702e-007	0.465269	-0.071127
2.07802e-007	0.470821	-0.0705843
2.07902e-007	0.476355	-0.0700367
2.08002e-007	0.48187	-0.0694843
2.08102e-007	0.487366	-0.068927
2.08202e-007	0.492843	-0.0683649
2.08302e-007	0.498301	-0.0677981
2.08402e-007	0.503739	-0.0672264
2.08502e-007	0.509156	-0.0666501
2.08602e-007	0.514554	-0.066069
2.08702e-007	0.519932	-0.0654833
2.08802e-007	0.525289	-0.0648929
2.08902e-007	0.530625	-0.0642978
2.09002e-007	0.53594	-0.0636982
2.09102e-007	0.541234	-0.063094
2.09202e-007	0.546507	-0.0624853
2.09302e-007	0.551758	-0.061872
2.09402e-007	0.556987	-0.0612542
2.09502e-007	0.562195	-0.060632
2.09602e-007	0.56738	-0.0600054
2.09702e-007	0.572543	-0.0593743
2.09802e-007	0.577683	-0.0587389
2.09902e-007	0.5828	-0.0580991
2.10002e-007	0.587895	-0.057455
2.10102e-007	0.592966	-0.0568066
2.10202e-007	0.598014	-0.056154
2.10302e-007	0.603038	-0.0554971
2.10402e-007	0.608038	-0.054836
2.10502e-007	0.613014	-0.0541708
2.10602e-007	0.617967	-0.0535014
2.10702e-007	0.622894	-0.0528279
2.10802e-007	0.627797	-0.0521503
2.10902e-007	0.632676	-0.0514686
2.11002e-007	0.637529	-0.050783
2.11102e-007	0.642357	-0.0500934
2.11202e-007	0.64716	-0.0493998
2.11302e-007	0.651937	-0.0487022
2.11402e-007	0.656689	-0.0480008
2.11502e-007	0.661415	-0.0472955
2.11602e-007	0.666114	-0.0465864
2.11702e-007	0.670787	-0.0458735
2.11802e-007	0.675434	-0.0451569
2.11902e-007	0.680054	-0.0444364
2.12002e-007	0.684647	-0.0437123
2.12102e-007	0.689214	-0.0429846
2.12202e-007	0.693753	-0.0422531
2.12302e-007	0.698264	-0.0415181
2.12402e-007	0.702748	-0.0407795
2.12502e-007	0.707204	-0.0400374
2.12602e-007	0.711633	-0.0392918
2.12702e-007	0.716033	-0.0385427
2.12802e-007	0.720405	-0.0377902
2.12902e-007	0.724749	-0.0370342
2.13002e-007	0.729064	-0.0362749
2.13102e-007	0.73335	-0.0355123
2.13202e-007	0.737607	-0.0347464
2.13302e-007	0.741835	-0.0339772
2.13402e-007	0.746034	-0.0332048
2.13502e-007	0.750203	-0.0324291
2.13602e-007	0.754343	-0.0316504
2.13702e-007	0.758453	-0.0308684
2.13802e-007	0.762533	-0.0300834
2.13902e-007	0.766583	-0.0292954
2.14002e-007	0.770602	-0.0285043
2.14102e-007	0.774592	-0.0277103
2.14202e-007	0.77855	-0.0269133
2.14302e-007	0.782478	-0.0261134
2.14402e-007	0.786375	-0.0253106
2.14502e-007	0.790241	-0.0245049
2.14602e-007	0.794076	-0.0236965
2.14702e-007	0.797879	-0.0228853
2.14802e-007	0.801651	-0.0220714
2.14902e-007	0.805391	-0.0212548
2.15002e-007	0.8091	-0.0204355
2.15102e-007	0.812776	-0.0196136
2.15202e-007	0.816421	-0.0187891
2.15302e-007	0.820033	-0.0179621
2.15402e-007	0.823613	-0.0171325
2.15502e-007	0.82716	-0.0163005
2.15602e-007	0.830675	-0.0154661
2.15702e-007	0.834157	-0.0146292
2.15802e-007	0.837606	-0.01379
2.15902e-007	0.841021	-0.0129485
2.16002e-007	0.844404	-0.0121047
2.16102e-007	0.847753	-0.0112586
2.16202e-007	0.851069	-0.0104104
2.16302e-007	0.854351	-0.00955996
2.16402e-007	0.8576	-0.0087074
2.16502e-007	0.860815	-0.00785275
2.16602e-007	0.863995	-0.00699605
2.16702e-007	0.867142	-0.00613733
2.16802e-007	0.870254	-0.00527664
2.16902e-007	0.873332	-0.00441401
2.17002e-007	0.876376	-0.00354947
2.17102e-007	0.879385	-0.00268308
2.17202e-007	0.882359	-0.00181487
2.17302e-007	0.885298	-0.000944878
2.17402e-007	0.888202	-7.31418e-005
2.17502e-007	0.891072	0.000800298
2.17602e-007	0.893906	0.0016754
2.17702e-007	0.896705	0.00255213
2.17802e-007	0.899468	0.00343044
2.17902e-007	0.902196	0.0043103
2.18002e-007	0.904888	0.00519167
2.18102e-007	0.907545	0.0060745
2.18202e-007	0.910166	0.00695876
2.18302e-007	0.912751	0.0078444
2.18402e-007	0.915299	0.00873139
2.18502e-007	0.917812	0.00961968
2.18602e-007	0.920289	0.0105092
2.18702e-007	0.922729	0.0114
2.18802e-007	0.925132	0.012292
